Candidate,Party,Date,GEO_code,Year,hits.candidate,hits.party,indicador
'Capriles','Unidad Democrática',2012-04-10 2012-10-07,VE,2012,1235,66,0.949269792467333
'Sequera','Poder Laboral',2012-04-10 2012-10-07,VE,2012,1359,1572,0.463664278403275
'Reyes','Organización Renovadora Auténtica',2012-04-10 2012-10-07,VE,2012,651,0,1
'Bolivar','Partido Democrático Unidos',2012-04-10 2012-10-07,VE,2012,1921,0,1
'Chirino','PSL',2012-04-10 2012-10-07,VE,2012,1128,642,0.63728813559322
'Chávez','Quinta República',2006-06-06 2006-12-03,VE,2006,1132,886,0.560951437066402
'Rosales','Nuevo Tiempo',2006-06-06 2006-12-03,VE,2006,970,235,0.804979253112033
'Reyes','Joven',2006-06-06 2006-12-03,VE,2006,1327,1106,0.545417180435676
'Da Silva','Nueva Orden Social',2006-06-06 2006-12-03,VE,2006,941,0,1
'Romano','Movimiento Liberal',2006-06-06 2006-12-03,VE,2006,1015,0,1
'Suárez','Sentir Nacional',2006-06-06 2006-12-03,VE,2006,1094,0,1
'Aranguren','Conciencia País',2006-06-06 2006-12-03,VE,2006,1103,0,1
'Tineo','Tercer Milenio',2006-06-06 2006-12-03,VE,2006,1116,1331,0.456068655496526
'Salazar','Hijos de la Patria',2006-06-06 2006-12-03,VE,2006,1151,1575,0.422230374174615
'Yrigoyen','Rompamos Cadenas',2006-06-06 2006-12-03,VE,2006,1141,0,1
'Rodríguez','Por querer a Venezuela',2006-06-06 2006-12-03,VE,2006,1344,0,1
'Leon','Fuerza y Paz',2006-06-06 2006-12-03,VE,2006,1225,1085,0.53030303030303
